caldt,sprtrn
06/10/2004,0.004543
06/14/2004,-0.009837
06/15/2004,0.005972
06/16/2004,0.001369
06/17/2004,-0.001332
06/18/2004,0.002624
06/21/2004,-0.004159
06/22/2004,0.003636
06/23/2004,0.008507
06/24/2004,-0.002981
06/25/2004,-0.005453
06/28/2004,-0.000952
06/29/2004,0.002515
06/30/2004,0.004084
07/01/2004,-0.010431
07/02/2004,-0.003153
07/06/2004,-0.008148
07/07/2004,0.001899
07/08/2004,-0.008244
07/09/2004,0.003336
07/12/2004,0.001384
07/13/2004,0.000709
07/14/2004,-0.003291
07/15/2004,-0.004301
07/16/2004,-0.004789
07/19/2004,-0.000445
07/20/2004,0.007058
07/21/2004,-0.013340
07/22/2004,0.002706
07/23/2004,-0.009701
07/26/2004,-0.001970
07/27/2004,0.009935
07/28/2004,0.000539
07/29/2004,0.004574
07/30/2004,0.001172
08/02/2004,0.004448
08/03/2004,-0.006262
08/04/2004,-0.000964
08/05/2004,-0.016320
08/06/2004,-0.015481
08/09/2004,0.001175
08/10/2004,0.012974
08/11/2004,-0.003012
08/12/2004,-0.011675
08/13/2004,0.001477
08/16/2004,0.013655
08/17/2004,0.002196
08/18/2004,0.012443
08/19/2004,-0.003598
08/20/2004,0.006525
08/23/2004,-0.002431
08/24/2004,0.000465
08/25/2004,0.008000
08/26/2004,0.000118
08/27/2004,0.002425
08/30/2004,-0.007781
08/31/2004,0.004631
09/01/2004,0.001512
09/02/2004,0.011212
09/03/2004,-0.004185
09/07/2004,0.006887
09/08/2004,-0.004486
09/09/2004,0.001890
09/10/2004,0.004954
09/13/2004,0.001691
09/14/2004,0.002229
09/15/2004,-0.007055
09/16/2004,0.002794
09/17/2004,0.004495
09/20/2004,-0.005627
09/21/2004,0.006327
09/22/2004,-0.013938
09/23/2004,-0.004670
09/24/2004,0.001579
09/27/2004,-0.005936
09/28/2004,0.005926
09/29/2004,0.004270
09/30/2004,-0.000197
10/01/2004,0.015181
10/04/2004,0.003243
10/05/2004,-0.000608
10/06/2004,0.006673
10/07/2004,-0.009982
10/08/2004,-0.007527
10/11/2004,0.002005
10/12/2004,-0.002268
10/13/2004,-0.007301
10/14/2004,-0.009303
10/15/2004,0.004450
10/18/2004,0.005252
10/19/2004,-0.009686
10/20/2004,0.000390
10/21/2004,0.002564
10/22/2004,-0.009715
10/25/2004,-0.000849
10/26/2004,0.014870
10/27/2004,0.012879
10/28/2004,0.001813
10/29/2004,0.002448
11/01/2004,0.000274
11/02/2004,0.000027
11/03/2004,0.011198
11/04/2004,0.016156
11/05/2004,0.003874
11/08/2004,-0.001098
11/09/2004,-0.000695
11/10/2004,-0.001005
11/11/2004,0.009089
11/12/2004,0.009110
11/15/2004,-0.000304
11/16/2004,-0.007079
11/17/2004,0.005538
11/18/2004,0.001362
11/19/2004,-0.011161
11/22/2004,0.005896
11/23/2004,-0.000255
11/24/2004,0.004095
11/26/2004,0.000753
11/29/2004,-0.003450
11/30/2004,-0.004030
12/01/2004,0.014951
12/02/2004,-0.000873
12/03/2004,0.000706
12/06/2004,-0.000772
12/07/2004,-0.011073
12/08/2004,0.004877
12/09/2004,0.005436
12/10/2004,-0.001043
12/13/2004,0.008990
12/14/2004,0.003921
12/15/2004,0.001945
12/16/2004,-0.002082
12/17/2004,-0.007472
12/20/2004,0.000360
12/21/2004,0.009040
12/22/2004,0.003418
12/23/2004,0.000463
12/27/2004,-0.004305
12/28/2004,0.007154
12/29/2004,-0.000074
12/30/2004,0.000082
12/31/2004,-0.001343
01/03/2005,-0.008119
01/04/2005,-0.011671
01/05/2005,-0.003628
01/06/2005,0.003506
01/07/2005,-0.001431
01/10/2005,0.003423
01/11/2005,-0.006100
01/12/2005,0.003981
01/13/2005,-0.008630
01/14/2005,0.006005
01/18/2005,0.009675
01/19/2005,-0.009490
01/20/2005,-0.007783
01/21/2005,-0.006415
01/24/2005,-0.003528
01/25/2005,0.004004
01/26/2005,0.004844
01/27/2005,0.000409
01/28/2005,-0.002716
01/31/2005,0.008460
02/01/2005,0.006891
02/02/2005,0.003178
02/03/2005,-0.002766
02/04/2005,0.011043
02/07/2005,-0.001089
02/08/2005,0.000483
02/09/2005,-0.008575
02/10/2005,0.004211
02/11/2005,0.006926
02/14/2005,0.000697
02/15/2005,0.003300
02/16/2005,0.000182
02/17/2005,-0.007923
02/18/2005,0.000700
02/22/2005,-0.014506
02/23/2005,0.005607
02/24/2005,0.007894
02/25/2005,0.009307
02/28/2005,-0.006414
03/01/2005,0.005658
03/02/2005,-0.000273
03/03/2005,0.000322
03/04/2005,0.009624
03/07/2005,0.002610
03/08/2005,-0.004799
03/09/2005,-0.010185
03/10/2005,0.001856
03/11/2005,-0.007583
03/14/2005,0.005625
03/15/2005,-0.007524
03/16/2005,-0.008082
03/17/2005,0.001801
03/18/2005,-0.000471
03/21/2005,-0.004934
03/22/2005,-0.010196
03/23/2005,0.000700
03/24/2005,-0.000947
03/28/2005,0.002441
03/29/2005,-0.007596
03/30/2005,0.013773
03/31/2005,-0.000694
04/01/2005,-0.006497
04/04/2005,0.002728
04/05/2005,0.004481
04/06/2005,0.002269
04/07/2005,0.005971
04/08/2005,-0.008345
04/11/2005,0.000008
04/12/2005,0.005545
04/13/2005,-0.011762
04/14/2005,-0.010002
04/15/2005,-0.016720
04/18/2005,0.002941
04/19/2005,0.005934
04/20/2005,-0.013255
04/21/2005,0.019736
04/22/2005,-0.006750
04/25/2005,0.008662
04/26/2005,-0.008915
04/27/2005,0.004029
04/28/2005,-0.011380
04/29/2005,0.011922
05/02/2005,0.004590
05/03/2005,-0.000852
05/04/2005,0.012470
05/05/2005,-0.002569
05/06/2005,-0.001092
05/09/2005,0.006394
05/10/2005,-0.010705
05/11/2005,0.004193
05/12/2005,-0.010033
05/13/2005,-0.004580
05/16/2005,0.010086
05/17/2005,0.006957
05/18/2005,0.010019
05/19/2005,0.004656
05/20/2005,-0.001511
05/23/2005,0.003851
05/24/2005,0.000176
05/25/2005,-0.003400
05/26/2005,0.006395
05/27/2005,0.000969
05/31/2005,-0.006073
06/01/2005,0.009039
06/02/2005,0.001680
06/03/2005,-0.006867
06/06/2005,0.001246
06/07/2005,-0.000209
06/08/2005,-0.002163
06/09/2005,0.005240
06/10/2005,-0.002348
06/13/2005,0.002262
06/14/2005,0.002573
06/15/2005,0.002218
06/16/2005,0.003630
06/17/2005,0.004955
06/20/2005,-0.000707
06/21/2005,-0.002048
06/22/2005,0.000222
06/23/2005,-0.010833
06/24/2005,-0.007629
06/27/2005,-0.000739
06/28/2005,0.009138
06/29/2005,-0.001431
06/30/2005,-0.007101
07/01/2005,0.002611
07/05/2005,0.008833
07/06/2005,-0.008340
07/07/2005,0.002452
07/08/2005,0.011679
07/11/2005,0.006255
07/12/2005,0.002272
07/13/2005,0.000884
07/14/2005,0.002624
07/15/2005,0.001158
07/18/2005,-0.005530
07/19/2005,0.006731
07/20/2005,0.004759
07/21/2005,-0.006606
07/22/2005,0.005411
07/25/2005,-0.003769
07/26/2005,0.001733
07/27/2005,0.004573
07/28/2005,0.005603
07/29/2005,-0.007671
08/01/2005,0.000948
08/02/2005,0.007099
08/03/2005,0.000739
08/04/2005,-0.007373
08/05/2005,-0.007638
08/08/2005,-0.002683
08/09/2005,0.006745
08/10/2005,-0.001827
08/11/2005,0.007062
08/12/2005,-0.005994
08/15/2005,0.002828
08/16/2005,-0.011776
08/17/2005,0.000738
08/18/2005,-0.001000
08/19/2005,0.000566
08/22/2005,0.001656
08/23/2005,-0.003405
08/24/2005,-0.006554
08/25/2005,0.002315
08/26/2005,-0.006013
08/29/2005,0.005958
08/30/2005,-0.003192
08/31/2005,0.009864
09/01/2005,0.001033
09/02/2005,-0.002922
09/06/2005,0.012619
09/07/2005,0.002408
09/08/2005,-0.003793
09/09/2005,0.007965
09/12/2005,-0.000741
09/13/2005,-0.007545
09/14/2005,-0.003281
09/15/2005,0.000464
09/16/2005,0.008292
09/19/2005,-0.005566
09/20/2005,-0.007863
09/21/2005,-0.009121
09/22/2005,0.003652
09/23/2005,0.000552
09/26/2005,0.000280
09/27/2005,0.000025
09/28/2005,0.001012
09/29/2005,0.008867
09/30/2005,0.000920
10/03/2005,-0.001717
10/04/2005,-0.009970
10/05/2005,-0.014887
10/06/2005,-0.004096
10/07/2005,0.003701
10/10/2005,-0.007166
10/11/2005,-0.002072
10/12/2005,-0.006068
10/13/2005,-0.000713
10/14/2005,0.008268
10/17/2005,0.002975
10/18/2005,-0.010050
10/19/2005,0.014956
10/20/2005,-0.015020
10/21/2005,0.001520
10/24/2005,0.016777
10/25/2005,-0.002368
10/26/2005,-0.004312
10/27/2005,-0.010475
10/28/2005,0.016549
10/31/2005,0.007176
11/01/2005,-0.003521
11/02/2005,0.009977
11/03/2005,0.004264
11/04/2005,0.000164
11/07/2005,0.002188
11/08/2005,-0.003451
11/09/2005,0.001690
11/10/2005,0.008446
11/11/2005,0.003055
11/14/2005,-0.000778
11/15/2005,-0.003850
11/16/2005,0.001790
11/17/2005,0.009414
11/18/2005,0.004401
11/21/2005,0.005271
11/22/2005,0.005084
11/23/2005,0.003473
11/25/2005,0.002086
11/28/2005,-0.008508
11/29/2005,0.000016
11/30/2005,-0.006362
12/01/2005,0.012157
12/02/2005,0.000324
12/05/2005,-0.002363
12/06/2005,0.001276
12/07/2005,-0.005009
12/08/2005,-0.001217
12/09/2005,0.002811
12/12/2005,0.000842
12/13/2005,0.005554
12/14/2005,0.004190
12/15/2005,-0.001414
12/16/2005,-0.002848
12/19/2005,-0.005839
12/20/2005,-0.000238
12/21/2005,0.002517
12/22/2005,0.004221
12/23/2005,0.000426
12/27/2005,-0.009553
12/28/2005,0.001297
12/29/2005,-0.002981
12/30/2005,-0.004887
01/03/2006,0.016430
01/04/2006,0.003673
01/05/2006,0.000016
01/06/2006,0.009399
01/09/2006,0.003656
01/10/2006,-0.000357
01/11/2006,0.003481
01/12/2006,-0.006274
01/13/2006,0.001205
01/17/2006,-0.003635
01/18/2006,-0.003897
01/19/2006,0.005564
01/20/2006,-0.018326
01/23/2006,0.001847
01/24/2006,0.002405
01/25/2006,-0.001721
01/26/2006,0.007235
01/27/2006,0.007764
01/30/2006,0.001153
01/31/2006,-0.003984
02/01/2006,0.001859
02/02/2006,-0.009061
02/03/2006,-0.005359
02/06/2006,0.000783
02/07/2006,-0.008095
02/08/2006,0.008663
02/09/2006,-0.001478
02/10/2006,0.002540
02/13/2006,-0.003260
02/14/2006,0.010033
02/15/2006,0.003504
02/16/2006,0.007328
02/17/2006,-0.001660
02/21/2006,-0.003271
02/22/2006,0.007513
02/23/2006,-0.003775
02/24/2006,0.001274
02/27/2006,0.003637
02/28/2006,-0.010401
03/01/2006,0.008261
03/02/2006,-0.001626
03/03/2006,-0.001482
03/06/2006,-0.006968
03/07/2006,-0.001862
03/08/2006,0.002030
03/09/2006,-0.004881
03/10/2006,0.007349
03/13/2006,0.001990
03/14/2006,0.010396
03/15/2006,0.004270
03/16/2006,0.001773
03/17/2006,0.001471
03/20/2006,-0.001660
03/21/2006,-0.006015
03/22/2006,0.006021
03/23/2006,-0.002582
03/24/2006,0.000983
03/27/2006,-0.001028
03/28/2006,-0.006438
03/29/2006,0.007470
03/30/2006,-0.002026
03/31/2006,-0.004168
04/03/2006,0.002301
04/04/2006,0.006257
04/05/2006,0.004311
04/06/2006,-0.001921
04/07/2006,-0.010343
04/10/2006,0.000849
04/11/2006,-0.007736
04/12/2006,0.001205
04/13/2006,0.000776
04/17/2006,-0.002940
04/18/2006,0.017365
04/19/2006,0.001744
04/20/2006,0.001168
04/21/2006,-0.000137
04/24/2006,-0.002417
04/25/2006,-0.004870
04/26/2006,0.002819
04/27/2006,0.003302
04/28/2006,0.000680
05/01/2006,-0.004135
05/02/2006,0.006145
05/03/2006,-0.004082
05/04/2006,0.003364
05/05/2006,0.010295
05/08/2006,-0.000830
05/09/2006,0.000362
05/10/2006,-0.001728
05/11/2006,-0.012798
05/12/2006,-0.011241
05/15/2006,0.002525
05/16/2006,-0.001869
05/17/2006,-0.016841
05/18/2006,-0.006699
05/19/2006,0.004137
05/22/2006,-0.003915
05/23/2006,-0.004350
05/24/2006,0.001584
05/25/2006,0.011370
05/26/2006,0.005719
05/30/2006,-0.015873
05/31/2006,0.008136
06/01/2006,0.012298
06/02/2006,0.001952
06/05/2006,-0.017800
06/06/2006,-0.001138
06/07/2006,-0.006092
06/08/2006,0.001417
06/09/2006,-0.004476
06/12/2006,-0.012697
06/13/2006,-0.010280
06/14/2006,0.005189
06/15/2006,0.021235
06/16/2006,-0.003678
06/19/2006,-0.009109
06/20/2006,-0.000016
06/21/2006,0.009741
06/22/2006,-0.005271
06/23/2006,-0.000883
06/26/2006,0.004869
06/27/2006,-0.009084
06/28/2006,0.005487
06/29/2006,0.021565
06/30/2006,-0.002098
07/03/2006,0.007865
07/05/2006,-0.007249
07/06/2006,0.002494
07/07/2006,-0.006750
07/10/2006,0.001470
07/11/2006,0.004087
07/12/2006,-0.010939
07/13/2006,-0.012959
07/14/2006,-0.004902
07/17/2006,-0.001383
07/18/2006,0.001920
07/19/2006,0.018555
07/20/2006,-0.008477
07/21/2006,-0.007077
07/24/2006,0.016625
07/25/2006,0.006321
07/26/2006,-0.000378
07/27/2006,-0.004100
07/28/2006,0.012152
07/31/2006,-0.001478
08/01/2006,-0.004496
08/02/2006,0.006004
08/03/2006,0.001345
08/04/2006,-0.000711
08/07/2006,-0.002806
08/08/2006,-0.003363
08/09/2006,-0.004349
08/10/2006,0.004629
08/11/2006,-0.003986
08/14/2006,0.001160
08/15/2006,0.013696
08/16/2006,0.007662
08/17/2006,0.001582
08/18/2006,0.003715
08/21/2006,-0.003670
08/22/2006,0.001002
08/23/2006,-0.004489
08/24/2006,0.002374
08/25/2006,-0.000748
08/28/2006,0.005166
08/29/2006,0.001920
08/30/2006,-0.000008
08/31/2006,-0.000345
09/01/2006,0.005515
09/05/2006,0.001709
09/06/2006,-0.009891
09/07/2006,-0.004799
09/08/2006,0.003787
09/11/2006,0.000477
09/12/2006,0.010442
09/13/2006,0.003777
09/14/2006,-0.001358
09/15/2006,0.002727
09/18/2006,0.000993
09/19/2006,-0.002172
09/20/2006,0.005211
09/21/2006,-0.005395
09/22/2006,-0.002466
09/25/2006,0.008815
09/26/2006,0.007517
09/27/2006,0.000187
09/28/2006,0.001915
09/29/2006,-0.002464
10/02/2006,-0.003391
10/03/2006,0.002096
10/04/2006,0.012075
10/05/2006,0.002222
10/06/2006,-0.002690
10/09/2006,0.000800
10/10/2006,0.002043
10/11/2006,-0.002564
10/12/2006,0.009541
10/13/2006,0.002047
10/16/2006,0.002512
10/17/2006,-0.003652
10/18/2006,0.001400
10/19/2006,0.000732
10/20/2006,0.001200
10/23/2006,0.006152
10/24/2006,0.000261
10/25/2006,0.003514
10/26/2006,0.004963
10/27/2006,-0.008452
10/30/2006,0.000428
10/31/2006,0.000007
11/01/2006,-0.007352
11/02/2006,-0.000344
11/03/2006,-0.002223
11/06/2006,0.011346
11/07/2006,0.002218
11/08/2006,0.002083
11/09/2006,-0.005333
11/10/2006,0.001865
11/13/2006,0.002549
11/14/2006,0.006356
11/15/2006,0.002405
11/16/2006,0.002284
11/17/2006,0.001029
11/20/2006,-0.000500
11/21/2006,0.001649
11/22/2006,0.002338
11/24/2006,-0.003656
11/27/2006,-0.013598
11/28/2006,0.003488
11/29/2006,0.009202
11/30/2006,0.000822
12/01/2006,-0.002799
12/04/2006,0.008885
12/05/2006,0.004002
12/06/2006,-0.001315
12/07/2006,-0.003971
12/08/2006,0.001812
12/11/2006,0.002270
12/12/2006,-0.001047
12/13/2006,0.001169
12/14/2006,0.008689
12/15/2006,0.001122
12/18/2006,-0.003230
12/19/2006,0.002158
12/20/2006,-0.001417
12/21/2006,-0.003674
12/22/2006,-0.005316
12/26/2006,0.004352
12/27/2006,0.007015
12/28/2006,-0.001479
12/29/2006,-0.004513
01/03/2007,-0.001199
01/04/2007,0.001228
01/05/2007,-0.006085
01/08/2007,0.002220
01/09/2007,-0.000517
01/10/2007,0.001940
01/11/2007,0.006340
01/12/2007,0.004853
01/16/2007,0.000818
01/17/2007,-0.000894
01/18/2007,-0.002971
01/19/2007,0.002895
01/22/2007,-0.005278
01/23/2007,0.003542
01/24/2007,0.008501
01/25/2007,-0.011270
01/26/2007,-0.001208
01/29/2007,-0.001097
01/30/2007,0.005772
01/31/2007,0.006593
02/01/2007,0.005354
02/02/2007,0.001694
02/05/2007,-0.000967
02/06/2007,0.000698
02/07/2007,0.001395
02/08/2007,-0.001179
02/09/2007,-0.007077
02/12/2007,-0.003261
02/13/2007,0.007597
02/14/2007,0.007644
02/15/2007,0.001038
02/16/2007,-0.000872
02/20/2007,0.002844
02/21/2007,-0.001404
02/22/2007,-0.000858
02/23/2007,-0.003564
02/26/2007,-0.001254
02/27/2007,-0.034725
02/28/2007,0.005561
03/01/2007,-0.002595
03/02/2007,-0.011403
03/05/2007,-0.009408
03/06/2007,0.015494
03/07/2007,-0.002465
03/08/2007,0.007127
03/09/2007,0.000685
03/12/2007,0.002673
03/13/2007,-0.020368
03/14/2007,0.006691
03/15/2007,0.003684
03/16/2007,-0.003828
03/19/2007,0.010894
03/20/2007,0.006334
03/21/2007,0.017081
03/22/2007,-0.000348
03/23/2007,0.001094
03/26/2007,0.000968
03/27/2007,-0.006184
03/28/2007,-0.007966
03/29/2007,0.003740
03/30/2007,-0.001174
04/02/2007,0.002597
04/03/2007,0.009280
04/04/2007,0.001113
04/05/2007,0.003050
04/09/2007,0.000589
04/10/2007,0.002617
04/11/2007,-0.006573
04/12/2007,0.006206
04/13/2007,0.003488
04/16/2007,0.010751
04/17/2007,0.002050
04/18/2007,0.000693
04/19/2007,-0.001202
04/20/2007,0.009261
04/23/2007,-0.002304
04/24/2007,-0.000351
04/25/2007,0.010139
04/26/2007,-0.000782
04/27/2007,-0.000120
04/30/2007,-0.007831
05/01/2007,0.002651
05/02/2007,0.006472
05/03/2007,0.004325
05/04/2007,0.002150
05/07/2007,0.002564
05/08/2007,-0.001166
05/09/2007,0.003223
05/10/2007,-0.013956
05/11/2007,0.009641
05/14/2007,-0.001793
05/15/2007,-0.001304
05/16/2007,0.008626
05/17/2007,-0.000918
05/18/2007,0.006610
05/21/2007,0.001543
05/22/2007,-0.000643
05/23/2007,-0.001207
05/24/2007,-0.009703
05/25/2007,0.005453
05/29/2007,0.001570
05/30/2007,0.007984
05/31/2007,0.000255
06/01/2007,0.003737
06/04/2007,0.001849
06/05/2007,-0.005347
06/06/2007,-0.008864
06/07/2007,-0.017570
06/08/2007,0.011370
06/11/2007,0.000962
06/12/2007,-0.010682
06/13/2007,0.015184
06/14/2007,0.004816
06/15/2007,0.006527
06/18/2007,-0.001213
06/19/2007,0.001731
06/20/2007,-0.013601
06/21/2007,0.006180
06/22/2007,-0.012896
06/25/2007,-0.003208
06/26/2007,-0.003238
06/27/2007,0.009009
06/28/2007,-0.000418
06/29/2007,-0.001567
07/02/2007,0.010696
07/03/2007,0.003580
07/05/2007,0.000348
07/06/2007,0.003304
07/09/2007,0.000921
07/10/2007,-0.014185
07/11/2007,0.005721
07/12/2007,0.019055
07/13/2007,0.003101
07/16/2007,-0.001919
07/17/2007,-0.000097
07/18/2007,-0.002065
07/19/2007,0.004469
07/20/2007,-0.012221
07/23/2007,0.004869
07/24/2007,-0.019804
07/25/2007,0.004666
07/26/2007,-0.023339
07/27/2007,-0.015992
07/30/2007,0.010254
07/31/2007,-0.012647
08/01/2007,0.007243
08/02/2007,0.004359
08/03/2007,-0.026586
08/06/2007,0.024151
08/07/2007,0.006159
08/08/2007,0.014072
08/09/2007,-0.029650
08/10/2007,0.000379
08/13/2007,-0.000495
08/14/2007,-0.018157
08/15/2007,-0.013908
08/16/2007,0.003249
08/17/2007,0.024567
08/20/2007,-0.000270
08/21/2007,0.001086
08/22/2007,0.011713
08/23/2007,-0.001072
08/24/2007,0.011535
08/27/2007,-0.008504
08/28/2007,-0.023473
08/29/2007,0.021922
08/30/2007,-0.004181
08/31/2007,0.011217
09/04/2007,0.010468
09/05/2007,-0.011501
09/06/2007,0.004252
09/07/2007,-0.016908
09/10/2007,-0.001273
09/11/2007,0.013632
09/12/2007,0.000048
09/13/2007,0.008420
09/14/2007,0.000202
09/17/2007,-0.005120
09/18/2007,0.029208
09/19/2007,0.006086
09/20/2007,-0.006723
09/21/2007,0.004609
09/24/2007,-0.005256
09/25/2007,-0.000343
09/26/2007,0.005411
09/27/2007,0.003907
09/28/2007,-0.003023
10/01/2007,0.013290
10/02/2007,-0.000265
10/03/2007,-0.004552
10/04/2007,0.002111
10/05/2007,0.009560
10/08/2007,-0.003217
10/09/2007,0.008096
10/10/2007,-0.001712
10/11/2007,-0.005158
10/12/2007,0.004754
10/15/2007,-0.008381
10/16/2007,-0.006573
10/17/2007,0.001761
10/18/2007,-0.000753
10/19/2007,-0.025616
10/22/2007,0.003798
10/23/2007,0.008803
10/24/2007,-0.002441
10/25/2007,-0.000976
10/26/2007,0.013788
10/29/2007,0.003713
10/30/2007,-0.006463
10/31/2007,0.011992
11/01/2007,-0.026423
11/02/2007,0.000802
11/05/2007,-0.004955
11/06/2007,0.012049
11/07/2007,-0.029370
11/08/2007,-0.000576
11/09/2007,-0.014287
11/12/2007,-0.009988
11/13/2007,0.029093
11/14/2007,-0.007069
11/15/2007,-0.013212
11/16/2007,0.005230
11/19/2007,-0.017460
11/20/2007,0.004486
11/21/2007,-0.015927
11/23/2007,0.016891
11/26/2007,-0.023239
11/27/2007,0.014930
11/28/2007,0.028560
11/29/2007,0.000477
11/30/2007,0.007770
12/03/2007,-0.005887
12/04/2007,-0.006540
12/05/2007,0.015190
12/06/2007,0.015037
12/07/2007,-0.001778
12/10/2007,0.007510
12/11/2007,-0.025271
12/12/2007,0.006050
12/13/2007,0.001224
12/14/2007,-0.013746
12/17/2007,-0.015021
12/18/2007,0.006280
12/19/2007,-0.001361
12/20/2007,0.004900
12/21/2007,0.016670
12/24/2007,0.008077
12/26/2007,0.000809
12/27/2007,-0.014216
12/28/2007,0.001436
12/31/2007,-0.006852
01/02/2008,-0.014438
01/03/2008,0.000000
01/04/2008,-0.024552
01/07/2008,0.003223
01/08/2008,-0.018352
01/09/2008,0.013624
01/10/2008,0.007948
01/11/2008,-0.013595
01/14/2008,0.010871
01/15/2008,-0.024925
01/16/2008,-0.005612
01/17/2008,-0.029093
01/18/2008,-0.006045
01/22/2008,-0.011085
01/23/2008,0.021442
01/24/2008,0.010063
01/25/2008,-0.015872
01/28/2008,0.017556
01/29/2008,0.006152
01/30/2008,-0.004764
01/31/2008,0.016772
02/01/2008,0.012238
02/04/2008,-0.010463
02/05/2008,-0.031995
02/06/2008,-0.007624
02/07/2008,0.007886
02/08/2008,-0.004204
02/11/2008,0.005889
02/12/2008,0.007266
02/13/2008,0.013604
02/14/2008,-0.013421
02/15/2008,0.000838
02/19/2008,-0.000896
02/20/2008,0.008341
02/21/2008,-0.012867
02/22/2008,0.007881
02/25/2008,0.013813
02/26/2008,0.006918
02/27/2008,-0.000919
02/28/2008,-0.008942
02/29/2008,-0.027090
03/03/2008,0.000534
03/04/2008,-0.003448
03/05/2008,0.005238
03/06/2008,-0.022014
03/07/2008,-0.008410
03/10/2008,-0.015463
03/11/2008,0.037130
03/12/2008,-0.008996
03/13/2008,0.005127
03/14/2008,-0.020783
03/17/2008,-0.008959
03/18/2008,0.042410
03/19/2008,-0.024287
03/20/2008,0.023944
03/24/2008,0.015321
03/25/2008,0.002304
03/26/2008,-0.008766
03/27/2008,-0.011460
03/28/2008,-0.007950
03/31/2008,0.005687
04/01/2008,0.035896
04/02/2008,-0.001934
04/03/2008,0.001302
04/04/2008,0.000796
04/07/2008,0.001562
04/08/2008,-0.005100
04/09/2008,-0.008092
04/10/2008,0.004474
04/11/2008,-0.020374
04/14/2008,-0.003384
04/15/2008,0.004600
04/16/2008,0.022691
04/17/2008,0.000623
04/18/2008,0.018139
04/21/2008,-0.001554
04/22/2008,-0.008810
04/23/2008,0.002900
04/24/2008,0.006442
04/25/2008,0.006495
04/28/2008,-0.001052
04/29/2008,-0.003889
04/30/2008,-0.003846
05/01/2008,0.017141
05/02/2008,0.003236
05/05/2008,-0.004534
05/06/2008,0.007652
05/07/2008,-0.018114
05/08/2008,0.003669
05/09/2008,-0.006725
05/12/2008,0.011021
05/13/2008,-0.000385
05/14/2008,0.004006
05/15/2008,0.010585
05/16/2008,0.001250
05/19/2008,0.000898
05/20/2008,-0.009274
05/21/2008,-0.016053
05/22/2008,0.002617
05/23/2008,-0.013210
05/27/2008,0.006846
05/28/2008,0.003963
05/29/2008,0.005335
05/30/2008,0.001516
06/02/2008,-0.010504
06/03/2008,-0.005788
06/04/2008,-0.000327
06/05/2008,0.019496
06/06/2008,-0.030889
06/09/2008,0.000794
06/10/2008,-0.002438
06/11/2008,-0.016894
06/12/2008,0.003280
06/13/2008,0.015046
06/16/2008,0.000081
06/17/2008,-0.006771
06/18/2008,-0.009712
06/19/2008,0.003752
06/20/2008,-0.018543
06/23/2008,0.000053
06/24/2008,-0.002815
06/25/2008,0.005843
06/26/2008,-0.029365
06/27/2008,-0.003717
06/30/2008,0.001267
07/01/2008,0.003836
07/02/2008,-0.018204
07/03/2008,0.001094
07/07/2008,-0.008385
07/08/2008,0.017080
07/09/2008,-0.022776
07/10/2008,0.006990
07/11/2008,-0.011090
07/14/2008,-0.009028
07/15/2008,-0.010901
07/16/2008,0.025064
07/17/2008,0.012013
07/18/2008,0.000286
07/21/2008,-0.000539
07/22/2008,0.013492
07/23/2008,0.004064
07/24/2008,-0.023125
07/25/2008,0.004168
07/28/2008,-0.018597
07/29/2008,0.023356
07/30/2008,0.016672
07/31/2008,-0.013144
08/01/2008,-0.005578
08/04/2008,-0.008966
08/05/2008,0.028719
08/06/2008,0.003354
08/07/2008,-0.017934
08/08/2008,0.023893
08/11/2008,0.006943
08/12/2008,-0.012051
08/13/2008,-0.002916
08/14/2008,0.005522
08/15/2008,0.004076
08/18/2008,-0.015098
08/19/2008,-0.009315
08/20/2008,0.006197
08/21/2008,0.002495
08/22/2008,0.011333
08/25/2008,-0.019625
08/26/2008,0.003686
08/27/2008,0.007983
08/28/2008,0.014840
08/29/2008,-0.013724
09/02/2008,-0.004093
09/03/2008,-0.002035
09/04/2008,-0.029922
09/05/2008,0.004431
09/08/2008,0.020510
09/09/2008,-0.034138
09/10/2008,0.006149
09/11/2008,0.013806
09/12/2008,0.002122
09/15/2008,-0.047136
09/16/2008,0.017515
09/17/2008,-0.047133
09/18/2008,0.043342
09/19/2008,0.040257
09/22/2008,-0.038237
09/23/2008,-0.015633
09/24/2008,-0.001978
09/25/2008,0.019656
09/26/2008,0.003167
09/29/2008,-0.087897
09/30/2008,0.054203
10/01/2008,-0.004544
10/02/2008,-0.040291
10/03/2008,-0.013506
10/06/2008,-0.038518
10/07/2008,-0.057395
10/08/2008,-0.011333
10/09/2008,-0.076167
10/10/2008,-0.011759
10/13/2008,0.115800
10/14/2008,-0.005322
10/15/2008,-0.090350
10/16/2008,0.042507
10/17/2008,-0.006213
10/20/2008,0.047685
10/21/2008,-0.030800
10/22/2008,-0.061013
10/23/2008,0.012634
10/24/2008,-0.034511
10/27/2008,-0.031764
10/28/2008,0.107890
10/29/2008,-0.011079
10/30/2008,0.025804
10/31/2008,0.015365
11/03/2008,-0.002529
11/04/2008,0.040826
11/05/2008,-0.052677
11/06/2008,-0.050264
11/07/2008,0.028855
11/10/2008,-0.012653
11/11/2008,-0.022041
11/12/2008,-0.051894
11/13/2008,0.069213
11/14/2008,-0.041699
11/17/2008,-0.025810
11/18/2008,0.009838
11/19/2008,-0.061156
11/20/2008,-0.067123
11/21/2008,0.063248
