temp,year,week,hour
23,2013,24,22
22,2013,24,23
22,2013,24,0
22,2013,24,1
21,2013,24,2
21,2013,24,3
21,2013,24,4
21,2013,24,5
21,2013,24,6
20,2013,24,7
19,2013,24,8
20,2013,24,9
20,2013,24,10
20,2013,24,11
21,2013,24,12
21,2013,24,13
22,2013,24,14
23,2013,24,15
24,2013,24,16
25,2013,24,17
25,2013,24,18
26,2013,24,19
27,2013,24,20
26,2013,24,21
26,2013,24,22
26,2013,24,23
25,2013,24,0
24,2013,24,1
23,2013,24,2
22,2013,24,3
20,2013,24,4
20,2013,24,5
20,2013,24,6
19,2013,24,7
19,2013,24,8
19,2013,24,9
19,2013,24,10
19,2013,24,11
22,2013,24,12
21,2013,24,13
23,2013,24,14
23,2013,24,15
25,2013,24,16
26,2013,24,17
26,2013,24,18
27,2013,24,19
27,2013,24,20
28,2013,24,21
27,2013,24,22
26,2013,24,23
24,2013,24,0
24,2013,24,1
22,2013,24,2
21,2013,24,3
20,2013,24,4
19,2013,24,5
19,2013,24,6
18,2013,24,7
18,2013,24,8
18,2013,24,9
18,2013,24,10
18,2013,24,11
20,2013,24,12
22,2013,24,13
24,2013,24,14
25,2013,24,15
26,2013,24,16
26,2013,24,17
27,2013,24,18
27,2013,24,19
28,2013,24,20
27,2013,24,21
27,2013,24,22
27,2013,24,23
26,2013,24,0
25,2013,24,1
23,2013,24,2
22,2013,24,3
21,2013,24,4
20,2013,24,5
19,2013,24,6
18,2013,24,7
19,2013,24,8
18,2013,24,9
18,2013,24,10
17,2013,24,11
19,2013,24,12
22,2013,24,13
24,2013,24,14
25,2013,24,15
26,2013,24,16
27,2013,24,17
27,2013,24,18
26,2013,24,19
26,2013,24,20
29,2013,24,21
28,2013,24,22
27,2013,24,23
26,2013,25,0
24,2013,25,1
23,2013,25,2
22,2013,25,3
21,2013,25,4
20,2013,25,5
20,2013,25,6
20,2013,25,7
19,2013,25,8
19,2013,25,9
19,2013,25,10
19,2013,25,11
20,2013,25,12
21,2013,25,13
22,2013,25,14
23,2013,25,15
24,2013,25,16
25,2013,25,17
26,2013,25,18
27,2013,25,19
28,2013,25,20
28,2013,25,21
28,2013,25,22
28,2013,25,23
26,2013,25,0
24,2013,25,1
23,2013,25,2
23,2013,25,3
22,2013,25,4
21,2013,25,5
21,2013,25,6
20,2013,25,7
20,2013,25,8
20,2013,25,9
20,2013,25,10
21,2013,25,11
21,2013,25,12
22,2013,25,13
24,2013,25,14
25,2013,25,15
27,2013,25,16
27,2013,25,17
28,2013,25,18
25,2013,25,19
26,2013,25,20
26,2013,25,21
24,2013,25,22
24,2013,25,23
23,2013,25,0
23,2013,25,1
22,2013,25,2
21,2013,25,3
21,2013,25,4
20,2013,25,5
20,2013,25,6
20,2013,25,7
20,2013,25,8
20,2013,25,9
20,2013,25,10
20,2013,25,11
21,2013,25,12
23,2013,25,13
25,2013,25,14
27,2013,25,15
28,2013,25,16
28,2013,25,17
29,2013,25,18
29,2013,25,19
29,2013,25,20
29,2013,25,21
27,2013,25,22
26,2013,25,23
25,2013,25,0
23,2013,25,1
22,2013,25,2
22,2013,25,3
21,2013,25,4
21,2013,25,5
21,2013,25,6
21,2013,25,7
21,2013,25,8
21,2013,25,9
21,2013,25,10
21,2013,25,11
22,2013,25,12
23,2013,25,13
24,2013,25,14
26,2013,25,15
28,2013,25,16
28,2013,25,17
30,2013,25,18
31,2013,25,19
31,2013,25,20
29,2013,25,21
29,2013,25,22
29,2013,25,23
28,2013,25,0
26,2013,25,1
25,2013,25,2
25,2013,25,3
24,2013,25,4
24,2013,25,5
23,2013,25,6
23,2013,25,7
22,2013,25,8
23,2013,25,9
23,2013,25,10
23,2013,25,11
25,2013,25,12
25,2013,25,13
27,2013,25,14
28,2013,25,15
28,2013,25,16
30,2013,25,17
29,2013,25,18
29,2013,25,19
28,2013,25,20
29,2013,25,21
29,2013,25,22
29,2013,25,23
28,2013,25,0
26,2013,25,1
24,2013,25,2
23,2013,25,3
22,2013,25,4
22,2013,25,5
22,2013,25,6
21,2013,25,7
21,2013,25,8
21,2013,25,9
21,2013,25,10
21,2013,25,11
22,2013,25,12
23,2013,25,13
25,2013,25,14
27,2013,25,15
29,2013,25,16
31,2013,25,17
32,2013,25,18
33,2013,25,19
31,2013,25,20
29,2013,25,21
30,2013,25,22
28,2013,25,23
27,2013,25,0
25,2013,25,1
25,2013,25,2
24,2013,25,3
23,2013,25,4
23,2013,25,5
22,2013,25,6
21,2013,25,7
21,2013,25,8
21,2013,25,9
21,2013,25,10
22,2013,25,11
23,2013,25,12
23,2013,25,13
24,2013,25,14
26,2013,25,15
27,2013,25,16
28,2013,25,17
30,2013,25,18
28,2013,25,19
30,2013,25,20
29,2013,25,21
28,2013,25,22
28,2013,25,23
27,2013,26,0
25,2013,26,1
24,2013,26,2
22,2013,26,3
22,2013,26,4
21,2013,26,5
21,2013,26,6
21,2013,26,7
20,2013,26,8
20,2013,26,9
20,2013,26,10
20,2013,26,11
21,2013,26,12
26,2013,26,13
27,2013,26,14
28,2013,26,15
28,2013,26,16
29,2013,26,17
30,2013,26,18
30,2013,26,19
30,2013,26,20
30,2013,26,21
28,2013,26,22
27,2013,26,23
25,2013,26,0
23,2013,26,1
24,2013,26,2
22,2013,26,3
22,2013,26,4
21,2013,26,5
20,2013,26,6
21,2013,26,7
20,2013,26,8
19,2013,26,9
20,2013,26,10
21,2013,26,11
22,2013,26,12
23,2013,26,13
24,2013,26,14
26,2013,26,15
25,2013,26,16
23,2013,26,17
26,2013,26,18
23,2013,26,19
25,2013,26,20
24,2013,26,21
25,2013,26,22
25,2013,26,23
25,2013,26,0
23,2013,26,1
23,2013,26,2
22,2013,26,3
21,2013,26,4
21,2013,26,5
22,2013,26,6
21,2013,26,7
20,2013,26,8
20,2013,26,9
20,2013,26,10
21,2013,26,11
22,2013,26,12
23,2013,26,13
23,2013,26,14
26,2013,26,15
27,2013,26,16
28,2013,26,17
29,2013,26,18
30,2013,26,19
30,2013,26,20
30,2013,26,21
30,2013,26,22
28,2013,26,23
26,2013,26,0
25,2013,26,1
25,2013,26,2
24,2013,26,3
23,2013,26,4
23,2013,26,5
23,2013,26,6
22,2013,26,7
22,2013,26,8
22,2013,26,9
22,2013,26,10
22,2013,26,11
22,2013,26,12
23,2013,26,13
21,2013,26,14
21,2013,26,15
21,2013,26,16
20,2013,26,17
19,2013,26,18
20,2013,26,19
21,2013,26,20
22,2013,26,21
22,2013,26,22
21,2013,26,23
21,2013,26,0
21,2013,26,1
20,2013,26,2
20,2013,26,3
20,2013,26,4
20,2013,26,5
20,2013,26,6
20,2013,26,7
20,2013,26,8
20,2013,26,9
20,2013,26,10
20,2013,26,11
20,2013,26,12
21,2013,26,13
21,2013,26,14
22,2013,26,15
22,2013,26,16
23,2013,26,17
22,2013,26,18
22,2013,26,19
23,2013,26,20
23,2013,26,21
23,2013,26,22
22,2013,26,23
21,2013,26,0
20,2013,26,1
21,2013,26,2
21,2013,26,3
21,2013,26,4
21,2013,26,5
21,2013,26,6
21,2013,26,7
20,2013,26,8
20,2013,26,9
20,2013,26,10
20,2013,26,11
20,2013,26,12
21,2013,26,13
21,2013,26,14
22,2013,26,15
23,2013,26,16
24,2013,26,17
25,2013,26,18
25,2013,26,19
25,2013,26,20
25,2013,26,21
23,2013,26,22
22,2013,26,23
22,2013,26,0
21,2013,26,1
20,2013,26,2
20,2013,26,3
20,2013,26,4
20,2013,26,5
20,2013,26,6
20,2013,26,7
21,2013,26,8
21,2013,26,9
21,2013,26,10
21,2013,26,11
21,2013,26,12
22,2013,26,13
22,2013,26,14
23,2013,26,15
24,2013,26,16
25,2013,26,17
26,2013,26,18
25,2013,26,19
25,2013,26,20
25,2013,26,21
24,2013,26,22
22,2013,26,23
22,2013,27,0
21,2013,27,1
21,2013,27,2
21,2013,27,3
21,2013,27,4
21,2013,27,5
21,2013,27,6
21,2013,27,7
21,2013,27,8
21,2013,27,9
21,2013,27,10
21,2013,27,11
22,2013,27,12
22,2013,27,13
22,2013,27,14
23,2013,27,15
23,2013,27,16
23,2013,27,17
24,2013,27,18
24,2013,27,19
24,2013,27,20
25,2013,27,21
25,2013,27,22
25,2013,27,23
24,2013,27,0
24,2013,27,1
23,2013,27,2
22,2013,27,3
22,2013,27,4
22,2013,27,5
22,2013,27,6
22,2013,27,7
22,2013,27,8
21,2013,27,9
21,2013,27,10
21,2013,27,11
21,2013,27,12
22,2013,27,13
25,2013,27,14
26,2013,27,15
28,2013,27,16
27,2013,27,17
31,2013,27,18
31,2013,27,19
31,2013,27,20
30,2013,27,21
29,2013,27,22
27,2013,27,23
26,2013,27,0
24,2013,27,1
23,2013,27,2
23,2013,27,3
23,2013,27,4
23,2013,27,5
22,2013,27,6
22,2013,27,7
22,2013,27,8
22,2013,27,9
22,2013,27,10
22,2013,27,11
22,2013,27,12
23,2013,27,13
24,2013,27,14
27,2013,27,15
28,2013,27,16
29,2013,27,17
31,2013,27,18
32,2013,27,19
30,2013,27,20
29,2013,27,21
28,2013,27,22
27,2013,27,23
27,2013,27,0
25,2013,27,1
25,2013,27,2
24,2013,27,3
23,2013,27,4
23,2013,27,5
23,2013,27,6
23,2013,27,7
22,2013,27,8
22,2013,27,9
22,2013,27,10
22,2013,27,11
23,2013,27,12
24,2013,27,13
25,2013,27,14
27,2013,27,15
28,2013,27,16
28,2013,27,17
29,2013,27,18
31,2013,27,19
27,2013,27,20
26,2013,27,21
26,2013,27,22
26,2013,27,23
25,2013,27,0
23,2013,27,1
23,2013,27,2
23,2013,27,3
23,2013,27,4
22,2013,27,5
22,2013,27,6
22,2013,27,7
22,2013,27,8
22,2013,27,9
22,2013,27,10
21,2013,27,11
21,2013,27,12
22,2013,27,13
24,2013,27,14
22,2013,27,15
23,2013,27,16
23,2013,27,17
25,2013,27,18
25,2013,27,19
25,2013,27,20
26,2013,27,21
26,2013,27,22
26,2013,27,23
25,2013,27,0
24,2013,27,1
23,2013,27,2
22,2013,27,3
22,2013,27,4
22,2013,27,5
21,2013,27,6
22,2013,27,7
22,2013,27,8
21,2013,27,9
21,2013,27,10
21,2013,27,11
22,2013,27,12
23,2013,27,13
24,2013,27,14
25,2013,27,15
26,2013,27,16
29,2013,27,17
28,2013,27,18
29,2013,27,19
28,2013,27,20
27,2013,27,21
26,2013,27,22
25,2013,27,23
24,2013,27,0
23,2013,27,1
22,2013,27,2
22,2013,27,3
22,2013,27,4
21,2013,27,5
21,2013,27,6
20,2013,27,7
20,2013,27,8
20,2013,27,9
20,2013,27,10
20,2013,27,11
21,2013,27,12
21,2013,27,13
21,2013,27,14
22,2013,27,15
22,2013,27,16
23,2013,27,17
23,2013,27,18
24,2013,27,19
25,2013,27,20
25,2013,27,21
25,2013,27,22
24,2013,27,23
23,2013,28,0
23,2013,28,1
23,2013,28,2
22,2013,28,3
22,2013,28,4
22,2013,28,5
22,2013,28,6
21,2013,28,7
22,2013,28,8
22,2013,28,9
22,2013,28,10
22,2013,28,11
22,2013,28,12
22,2013,28,13
23,2013,28,14
24,2013,28,15
24,2013,28,16
25,2013,28,17
25,2013,28,18
26,2013,28,19
26,2013,28,20
26,2013,28,21
26,2013,28,22
25,2013,28,23
24,2013,28,0
23,2013,28,1
23,2013,28,2
23,2013,28,3
23,2013,28,4
23,2013,28,5
22,2013,28,6
22,2013,28,7
22,2013,28,8
22,2013,28,9
22,2013,28,10
22,2013,28,11
22,2013,28,12
23,2013,28,13
24,2013,28,14
25,2013,28,15
26,2013,28,16
27,2013,28,17
29,2013,28,20
28,2013,28,21
27,2013,28,22
25,2013,28,23
24,2013,28,0
23,2013,28,1
23,2013,28,2
22,2013,28,3
22,2013,28,4
22,2013,28,5
21,2013,28,6
21,2013,28,7
21,2013,28,8
20,2013,28,9
21,2013,28,10
21,2013,28,11
22,2013,28,12
22,2013,28,13
23,2013,28,14
25,2013,28,15
26,2013,28,16
29,2013,28,17
29,2013,28,18
30,2013,28,19
30,2013,28,20
30,2013,28,21
28,2013,28,22
25,2013,28,1
24,2013,28,2
23,2013,28,3
22,2013,28,4
21,2013,28,5
21,2013,28,6
21,2013,28,7
20,2013,28,8
20,2013,28,9
19,2013,28,10
19,2013,28,11
21,2013,28,12
23,2013,28,13
26,2013,28,14
28,2013,28,15
29,2013,28,16
32,2013,28,17
31,2013,28,18
31,2013,28,19
31,2013,28,20
30,2013,28,21
27,2013,28,22
23,2013,28,23
22,2013,28,0
22,2013,28,1
22,2013,28,2
21,2013,28,3
21,2013,28,4
21,2013,28,5
20,2013,28,6
20,2013,28,7
20,2013,28,8
20,2013,28,9
21,2013,28,10
19,2013,28,11
20,2013,28,12
22,2013,28,13
24,2013,28,14
26,2013,28,15
27,2013,28,16
28,2013,28,17
29,2013,28,18
30,2013,28,19
31,2013,28,20
30,2013,28,21
30,2013,28,22
29,2013,28,23
28,2013,28,0
26,2013,28,1
25,2013,28,2
24,2013,28,3
24,2013,28,4
23,2013,28,5
22,2013,28,6
22,2013,28,7
22,2013,28,8
22,2013,28,9
21,2013,28,10
21,2013,28,11
22,2013,28,12
23,2013,28,13
26,2013,28,14
28,2013,28,15
29,2013,28,16
30,2013,28,17
30,2013,28,18
31,2013,28,19
31,2013,28,20
30,2013,28,21
29,2013,28,22
27,2013,28,23
26,2013,28,0
25,2013,28,1
25,2013,28,2
24,2013,28,3
24,2013,28,4
23,2013,28,5
23,2013,28,6
22,2013,28,7
22,2013,28,8
22,2013,28,9
22,2013,28,10
22,2013,28,11
22,2013,28,12
23,2013,28,13
24,2013,28,14
25,2013,28,15
27,2013,28,16
28,2013,28,17
28,2013,28,18
28,2013,28,19
25,2013,28,20
24,2013,28,21
23,2013,28,22
23,2013,28,23
23,2013,29,0
23,2013,29,1
22,2013,29,2
22,2013,29,3
22,2013,29,4
22,2013,29,5
22,2013,29,6
22,2013,29,7
21,2013,29,8
21,2013,29,9
21,2013,29,10
21,2013,29,11
22,2013,29,12
22,2013,29,13
23,2013,29,14
25,2013,29,15
26,2013,29,16
27,2013,29,17
29,2013,29,18
30,2013,29,19
30,2013,29,20
29,2013,29,21
26,2013,29,22
23,2013,29,23
22,2013,29,0
22,2013,29,1
21,2013,29,2
21,2013,29,3
22,2013,29,4
21,2013,29,5
21,2013,29,6
21,2013,29,7
21,2013,29,8
21,2013,29,9
21,2013,29,10
21,2013,29,11
21,2013,29,12
22,2013,29,13
23,2013,29,14
24,2013,29,15
26,2013,29,16
27,2013,29,17
27,2013,29,18
26,2013,29,19
28,2013,29,20
28,2013,29,21
28,2013,29,22
27,2013,29,23
26,2013,29,0
25,2013,29,1
24,2013,29,2
23,2013,29,3
23,2013,29,4
22,2013,29,5
22,2013,29,6
22,2013,29,7
22,2013,29,8
21,2013,29,9
21,2013,29,10
21,2013,29,11
22,2013,29,12
23,2013,29,13
23,2013,29,14
23,2013,29,15
24,2013,29,16
26,2013,29,17
27,2013,29,18
29,2013,29,19
28,2013,29,20
27,2013,29,21
26,2013,29,22
25,2013,29,23
24,2013,29,0
23,2013,29,1
23,2013,29,2
22,2013,29,3
21,2013,29,4
21,2013,29,5
21,2013,29,6
21,2013,29,7
21,2013,29,8
21,2013,29,9
21,2013,29,10
21,2013,29,11
21,2013,29,12
22,2013,29,13
24,2013,29,14
24,2013,29,15
27,2013,29,16
27,2013,29,17
28,2013,29,18
28,2013,29,19
28,2013,29,20
28,2013,29,21
28,2013,29,22
27,2013,29,23
26,2013,29,0
25,2013,29,1
24,2013,29,2
23,2013,29,3
23,2013,29,4
22,2013,29,5
22,2013,29,6
22,2013,29,7
21,2013,29,8
21,2013,29,9
20,2013,29,10
20,2013,29,11
21,2013,29,12
22,2013,29,13
24,2013,29,14
26,2013,29,15
26,2013,29,16
27,2013,29,17
32,2013,29,18
31,2013,29,20
30,2013,29,21
29,2013,29,22
28,2013,29,23
26,2013,29,0
24,2013,29,1
22,2013,29,2
22,2013,29,3
21,2013,29,4
21,2013,29,5
20,2013,29,6
20,2013,29,7
20,2013,29,8
19,2013,29,9
19,2013,29,10
20,2013,29,11
20,2013,29,12
22,2013,29,13
24,2013,29,14
25,2013,29,15
27,2013,29,16
28,2013,29,17
30,2013,29,18
28,2013,29,20
26,2013,29,21
26,2013,29,22
26,2013,29,23
25,2013,29,0
24,2013,29,1
23,2013,29,2
23,2013,29,3
22,2013,29,4
22,2013,29,5
22,2013,29,6
22,2013,29,7
21,2013,29,8
21,2013,29,9
21,2013,29,10
21,2013,29,11
22,2013,29,12
22,2013,29,13
23,2013,29,14
24,2013,29,15
25,2013,29,16
26,2013,29,17
25,2013,29,18
26,2013,29,19
26,2013,29,20
26,2013,29,21
26,2013,29,22
26,2013,29,23
25,2013,30,0
23,2013,30,1
22,2013,30,2
21,2013,30,3
21,2013,30,4
21,2013,30,5
20,2013,30,6
20,2013,30,7
20,2013,30,8
20,2013,30,9
20,2013,30,10
19,2013,30,11
20,2013,30,12
22,2013,30,13
24,2013,30,14
26,2013,30,15
26,2013,30,16
28,2013,30,17
31,2013,30,18
30,2013,30,20
29,2013,30,21
28,2013,30,22
27,2013,30,23
26,2013,30,0
25,2013,30,1
23,2013,30,2
23,2013,30,3
22,2013,30,4
20,2013,30,5
21,2013,30,6
21,2013,30,7
20,2013,30,8
20,2013,30,9
19,2013,30,10
19,2013,30,11
19,2013,30,12
20,2013,30,13
22,2013,30,14
24,2013,30,15
28,2013,30,16
29,2013,30,17
29,2013,30,20
28,2013,30,21
27,2013,30,22
26,2013,30,23
24,2013,30,0
22,2013,30,1
21,2013,30,2
20,2013,30,3
19,2013,30,4
18,2013,30,5
18,2013,30,6
18,2013,30,7
20,2013,30,8
16,2013,30,9
16,2013,30,10
16,2013,30,11
17,2013,30,12
19,2013,30,13
22,2013,30,14
25,2013,30,15
29,2013,30,16
31,2013,30,20
30,2013,30,21
30,2013,30,22
29,2013,30,23
27,2013,30,0
25,2013,30,1
24,2013,30,2
23,2013,30,3
23,2013,30,4
23,2013,30,5
22,2013,30,6
22,2013,30,7
22,2013,30,8
21,2013,30,9
21,2013,30,10
21,2013,30,11
21,2013,30,12
21,2013,30,13
21,2013,30,14
22,2013,30,15
22,2013,30,16
22,2013,30,17
22,2013,30,18
22,2013,30,19
23,2013,30,20
24,2013,30,21
24,2013,30,22
25,2013,30,23
24,2013,30,0
24,2013,30,1
23,2013,30,2
23,2013,30,3
23,2013,30,4
22,2013,30,5
22,2013,30,6
22,2013,30,7
22,2013,30,8
21,2013,30,9
21,2013,30,10
21,2013,30,11
21,2013,30,12
22,2013,30,13
23,2013,30,14
24,2013,30,15
25,2013,30,16
26,2013,30,17
27,2013,30,18
28,2013,30,19
29,2013,30,20
29,2013,30,21
27,2013,30,22
26,2013,30,23
25,2013,30,0
24,2013,30,1
23,2013,30,2
22,2013,30,3
22,2013,30,4
21,2013,30,5
21,2013,30,6
20,2013,30,7
20,2013,30,8
20,2013,30,9
19,2013,30,10
19,2013,30,11
19,2013,30,12
21,2013,30,13
24,2013,30,14
25,2013,30,15
27,2013,30,16
29,2013,30,17
30,2013,30,18
30,2013,30,19
30,2013,30,20
30,2013,30,21
29,2013,30,22
28,2013,30,23
26,2013,30,0
25,2013,30,1
23,2013,30,2
22,2013,30,3
22,2013,30,4
21,2013,30,5
21,2013,30,6
20,2013,30,7
19,2013,30,8
19,2013,30,9
19,2013,30,10
19,2013,30,11
19,2013,30,12
21,2013,30,13
25,2013,30,14
27,2013,30,15
28,2013,30,16
28,2013,30,17
29,2013,30,18
30,2013,30,19
29,2013,30,20
28,2013,30,21
28,2013,30,22
27,2013,30,23
26,2013,31,0
25,2013,31,1
24,2013,31,2
23,2013,31,3
23,2013,31,4
23,2013,31,5
23,2013,31,6
23,2013,31,7
22,2013,31,8
22,2013,31,9
22,2013,31,10
22,2013,31,11
22,2013,31,12
23,2013,31,13
25,2013,31,14
26,2013,31,15
29,2013,31,16
31,2013,31,17
30,2013,31,18
30,2013,31,19
31,2013,31,20
30,2013,31,21
30,2013,31,22
28,2013,31,23
27,2013,31,0
25,2013,31,1
24,2013,31,2
23,2013,31,3
22,2013,31,4
21,2013,31,5
20,2013,31,6
20,2013,31,7
20,2013,31,8
19,2013,31,9
19,2013,31,10
19,2013,31,11
20,2013,31,12
22,2013,31,13
24,2013,31,14
25,2013,31,15
25,2013,31,16
25,2013,31,17
29,2013,31,18
29,2013,31,19
31,2013,31,20
29,2013,31,21
29,2013,31,22
27,2013,31,23
26,2013,31,0
24,2013,31,1
23,2013,31,2
22,2013,31,3
22,2013,31,4
22,2013,31,5
22,2013,31,6
22,2013,31,7
22,2013,31,8
22,2013,31,9
22,2013,31,10
22,2013,31,11
22,2013,31,12
23,2013,31,13
25,2013,31,14
26,2013,31,15
25,2013,31,16
25,2013,31,17
29,2013,31,18
30,2013,31,19
30,2013,31,20
29,2013,31,21
27,2013,31,22
25,2013,31,23
27,2013,31,0
26,2013,31,1
25,2013,31,2
25,2013,31,3
23,2013,31,4
23,2013,31,5
23,2013,31,6
23,2013,31,7
23,2013,31,8
23,2013,31,9
23,2013,31,10
23,2013,31,11
23,2013,31,12
23,2013,31,13
24,2013,31,14
24,2013,31,15
25,2013,31,16
25,2013,31,17
25,2013,31,18
26,2013,31,19
27,2013,31,20
27,2013,31,21
26,2013,31,22
24,2013,31,23
24,2013,31,0
23,2013,31,1
23,2013,31,2
23,2013,31,3
23,2013,31,4
23,2013,31,5
22,2013,31,6
22,2013,31,7
22,2013,31,8
22,2013,31,9
23,2013,31,10
23,2013,31,11
23,2013,31,12
24,2013,31,13
25,2013,31,14
26,2013,31,15
27,2013,31,16
26,2013,31,17
25,2013,31,18
24,2013,31,19
25,2013,31,20
25,2013,31,21
26,2013,31,22
25,2013,31,23
25,2013,31,0
24,2013,31,1
24,2013,31,2
24,2013,31,3
24,2013,31,4
23,2013,31,5
23,2013,31,6
23,2013,31,7
22,2013,31,8
22,2013,31,9
22,2013,31,12
23,2013,31,13
25,2013,31,14
26,2013,31,15
28,2013,31,16
28,2013,31,17
30,2013,31,18
29,2013,31,19
29,2013,31,20
29,2013,31,21
29,2013,31,22
28,2013,31,23
28,2013,31,0
26,2013,31,1
25,2013,31,2
25,2013,31,3
24,2013,31,4
23,2013,31,5
23,2013,31,6
23,2013,31,7
22,2013,31,8
22,2013,31,9
22,2013,31,10
22,2013,31,11
22,2013,31,12
23,2013,31,13
26,2013,31,14
28,2013,31,15
29,2013,31,16
30,2013,31,17
30,2013,31,18
29,2013,31,19
28,2013,31,20
28,2013,31,21
28,2013,31,22
26,2013,31,23
24,2013,32,0
23,2013,32,1
23,2013,32,2
22,2013,32,3
22,2013,32,4
22,2013,32,5
22,2013,32,6
21,2013,32,7
21,2013,32,8
21,2013,32,9
21,2013,32,10
21,2013,32,11
21,2013,32,12
23,2013,32,13
25,2013,32,14
27,2013,32,15
28,2013,32,16
29,2013,32,17
30,2013,32,18
30,2013,32,19
31,2013,32,20
31,2013,32,21
30,2013,32,22
30,2013,32,23
27,2013,32,0
26,2013,32,1
25,2013,32,2
24,2013,32,3
23,2013,32,4
23,2013,32,5
23,2013,32,6
22,2013,32,7
22,2013,32,8
22,2013,32,9
22,2013,32,10
21,2013,32,11
22,2013,32,12
24,2013,32,13
27,2013,32,14
28,2013,32,15
29,2013,32,16
30,2013,32,17
28,2013,32,18
28,2013,32,19
29,2013,32,20
27,2013,32,21
26,2013,32,22
25,2013,32,23
24,2013,32,0
23,2013,32,1
22,2013,32,2
22,2013,32,3
22,2013,32,4
21,2013,32,5
21,2013,32,6
22,2013,32,7
21,2013,32,8
21,2013,32,9
21,2013,32,10
21,2013,32,11
21,2013,32,12
23,2013,32,13
23,2013,32,14
23,2013,32,15
22,2013,32,16
22,2013,32,17
27,2013,32,18
28,2013,32,19
29,2013,32,20
28,2013,32,21
27,2013,32,22
27,2013,32,23
25,2013,32,0
25,2013,32,1
24,2013,32,2
24,2013,32,3
23,2013,32,4
23,2013,32,5
23,2013,32,6
22,2013,32,7
22,2013,32,8
22,2013,32,9
22,2013,32,10
22,2013,32,11
22,2013,32,12
21,2013,32,13
23,2013,32,14
25,2013,32,16
26,2013,32,17
26,2013,32,18
22,2013,32,19
20,2013,32,20
24,2013,32,21
25,2013,32,22
24,2013,32,23
23,2013,32,0
22,2013,32,1
22,2013,32,2
21,2013,32,3
21,2013,32,4
21,2013,32,5
21,2013,32,6
21,2013,32,7
21,2013,32,8
20,2013,32,9
20,2013,32,10
20,2013,32,11
20,2013,32,12
21,2013,32,13
21,2013,32,14
21,2013,32,15
20,2013,32,16
23,2013,32,17
23,2013,32,18
25,2013,32,19
24,2013,32,20
22,2013,32,21
22,2013,32,22
21,2013,32,23
20,2013,32,0
20,2013,32,1
20,2013,32,2
20,2013,32,3
20,2013,32,4
20,2013,32,5
19,2013,32,6
18,2013,32,7
18,2013,32,8
17,2013,32,9
17,2013,32,10
17,2013,32,11
18,2013,32,12
18,2013,32,13
17,2013,32,14
18,2013,32,15
18,2013,32,16
18,2013,32,17
20,2013,32,18
20,2013,32,19
20,2013,32,20
19,2013,32,21
20,2013,32,22
20,2013,32,23
19,2013,32,0
19,2013,32,1
19,2013,32,2
19,2013,32,3
18,2013,32,4
17,2013,32,5
18,2013,32,6
17,2013,32,7
16,2013,32,8
16,2013,32,9
16,2013,32,10
16,2013,32,11
16,2013,32,12
16,2013,32,13
17,2013,32,14
17,2013,32,15
17,2013,32,16
17,2013,32,17
18,2013,32,18
18,2013,32,19
18,2013,32,20
18,2013,32,21
18,2013,32,22
18,2013,32,23
18,2013,33,0
18,2013,33,1
18,2013,33,2
18,2013,33,3
18,2013,33,4
18,2013,33,5
18,2013,33,6
18,2013,33,7
18,2013,33,8
18,2013,33,9
19,2013,33,10
19,2013,33,11
19,2013,33,12
19,2013,33,13
20,2013,33,14
21,2013,33,15
22,2013,33,16
23,2013,33,17
23,2013,33,18
23,2013,33,19
23,2013,33,20
23,2013,33,21
24,2013,33,22
23,2013,33,23
22,2013,33,0
21,2013,33,1
21,2013,33,2
21,2013,33,3
21,2013,33,4
21,2013,33,5
21,2013,33,6
21,2013,33,7
21,2013,33,8
21,2013,33,9
21,2013,33,10
21,2013,33,11
21,2013,33,12
21,2013,33,13
21,2013,33,14
21,2013,33,15
22,2013,33,16
23,2013,33,17
25,2013,33,18
26,2013,33,19
27,2013,33,20
26,2013,33,21
26,2013,33,22
25,2013,33,23
23,2013,33,0
22,2013,33,1
22,2013,33,2
21,2013,33,3
21,2013,33,4
21,2013,33,5
21,2013,33,6
21,2013,33,7
21,2013,33,8
21,2013,33,9
21,2013,33,10
21,2013,33,11
21,2013,33,12
22,2013,33,13
23,2013,33,14
23,2013,33,15
24,2013,33,16
24,2013,33,17
24,2013,33,18
25,2013,33,19
26,2013,33,20
26,2013,33,21
26,2013,33,22
25,2013,33,23
25,2013,33,0
23,2013,33,1
23,2013,33,2
23,2013,33,3
23,2013,33,4
22,2013,33,5
22,2013,33,6
22,2013,33,7
21,2013,33,8
20,2013,33,9
21,2013,33,10
21,2013,33,11
21,2013,33,12
21,2013,33,13
22,2013,33,14
22,2013,33,15
23,2013,33,16
25,2013,33,17
26,2013,33,18
26,2013,33,19
28,2013,33,20
27,2013,33,21
26,2013,33,22
25,2013,33,23
24,2013,33,0
24,2013,33,1
23,2013,33,2
23,2013,33,3
22,2013,33,4
22,2013,33,5
22,2013,33,6
21,2013,33,7
21,2013,33,8
21,2013,33,9
21,2013,33,10
20,2013,33,11
20,2013,33,12
22,2013,33,13
24,2013,33,14
26,2013,33,15
27,2013,33,16
28,2013,33,17
27,2013,33,18
29,2013,33,19
30,2013,33,20
27,2013,33,21
24,2013,33,22
24,2013,33,23
23,2013,33,0
23,2013,33,1
22,2013,33,2
22,2013,33,3
22,2013,33,4
21,2013,33,5
21,2013,33,6
